,artists,track,album,time (s),popularity,year,id
9094,['Zach Bryan'],Heading South,Heading South,171.692,78,2019,2Dct3GykKZ58hpWRFfe2Qd
9095,['Pink Floyd'],The Dogs of War - Remix 2019,The Later Years,364.746,31,2019,2Ev5oXviJgU07hqSDYuJKZ
9096,['Frank Ocean'],In My Room,In My Room,133.68,82,2019,4S4Mfvv03M1cHgIOJcbUCL
9097,['Pink Floyd'],On the Run - 2019 remix [Live],The Later Years,168.946,32,2019,75rTS9ah1yctiZjIwsU7OX
9098,['Pecos & the Rooftops'],This Damn Song,This Damn Song,280.0,77,2019,7s9bJQK8sr8yDyOAHn8miR
9099,['Pink Floyd'],Yet Another Movie - 2019 remix [Live],The Later Years,376.906,31,2019,5dlL1PVoVscf1hbcPRDg70
9100,['Post Malone'],Wow.,Hollywood's Bleeding,149.546,84,2019,7xQAfvXzm3AkraOtGPWIZg
9101,['Pink Floyd'],Shine On You Crazy Diamond (Parts 1-5) - 2019 remix [Live],The Later Years,729.24,32,2019,4NT3KNzusvMUqge9oXqRMp
9102,"['Bad Bunny', 'Tainy']",Callaita,Callaita,250.533,86,2019,2TH65lNHgvLxCKXM3apjxI
9103,['Pink Floyd'],Terminal Frost - 2019 remix [Live],The Later Years,377.133,31,2019,1ecPv9ymYtafPtVeYyV3KJ
9104,['Rex Orange County'],Pluto Projector,Pony,267.52,82,2019,4EWBhKf1fOFnyMtUzACXEc
9105,['Pink Floyd'],The Dogs of War - 2019 remix [Live],The Later Years,482.493,31,2019,75WXfSu3uWvQl3x6vrpcSy
9106,['Harry Styles'],Golden,Fine Line,208.906,86,2019,45S5WTQEGOB1VHr1Q4FuPl
9107,['Pink Floyd'],Yet Another Movie - Remix 2019,The Later Years,375.426,29,2019,0oQlbs16wtdkKYoSfVAQUt
9108,['YoungBoy Never Broke Again'],Make No Sense,AI YoungBoy 2,148.629,79,2019,6klLvorLoo1sxvZcjJIY8I
9109,['Pink Floyd'],Signs of Life - 2019 remix [Live],The Later Years,198.933,31,2019,3WYct0etrRZLnMovAs4Nnr
9110,['Maren Morris'],The Bones,GIRL,197.293,80,2019,7yFhA2fUsL2oIMWlw5DaHQ
9111,"['Usher', 'Lil Jon', 'Ludacris']",Yeah! (feat. Lil Jon & Ludacris),New Year's Eve - NYE 2018/2019,250.373,39,2019,0utLWSIbolqT7KyppMuxKY
9112,['King Von'],"Crazy Story, Pt. 3","Grandson, Vol. 1",191.399,78,2019,23TwR29GSeJBfXnXhmDlwR
9113,"['Shakira', 'Wyclef Jean']",Hips Don't Lie (feat. Wyclef Jean),New Year's Eve - NYE 2018/2019,218.093,39,2019,0vkLnZMWMmE3DDREbmEMeB
9114,"['Post Malone', 'Swae Lee']",Sunflower - Spider-Man: Into the Spider-Verse,Hollywood's Bleeding,157.56,84,2019,0RiRZpuVRbi7oqRdSMwhQY
9115,['Pink Floyd'],One Slip - Remix 2019,The Later Years,310.173,29,2019,0Ch9reL20qs7i2bzHLWTo5
9116,['Billie Eilish'],when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",196.077,85,2019,43zdsphuZLzwA9k4DJhU0I
9117,['Pink Floyd'],Comfortably Numb - 2019 remix [Live],The Later Years,594.48,31,2019,5L7ge1RYPPhLyzXKTSdXjb
9118,['Dayglow'],Hot Rod,Fuzzybrain,204.014,81,2019,0zePbRMJ9sd7wsZRlbPQua
9119,['Pink Floyd'],Sorrow - Remix 2019,The Later Years,527.453,29,2019,1U9XWccgcdPw0ahaq2FDDS
9120,['Lewis Capaldi'],Before You Go,Divinely Uninspired To A Hellish Extent (Extended Edition),215.106,87,2019,2gMXnyrvIjhVBUZwvLZDMP
9121,['Will Smith'],Gettin' Jiggy Wit It,New Year's Eve - NYE 2018/2019,227.933,35,2019,7yFWGNwgCJCZuf26chEeQV
9122,['Doja Cat'],Say So,Hot Pink,237.893,86,2019,3Dv1eDb0MEgF93GpLXlucZ
9123,['Pink Floyd'],Terminal Frost - Remix 2019,The Later Years,376.453,29,2019,73fQJejfeIb6AyjIqyDiLF
9124,['Lizzo'],Truth Hurts,Cuz I Love You (Super Deluxe),173.325,80,2019,3HWzoMvoF3TQfYg4UPszDq
9125,['Pink Floyd'],Learning to Fly - 2019 remix [Live],The Later Years 1987-2019,319.906,30,2019,1sBMXOXdWkhsho4mPlMOl7
9126,['Taylor Swift'],Paper Rings,Lover,222.4,84,2019,4y5bvROuBDPr5fuwXbIBZR
9127,['Pink Floyd'],Round and Around - 2019 remix [Live],The Later Years,34.573,30,2019,0MrFD0inYrARn0CKdIp1cx
9128,"['Drake', 'Rick Ross']",Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,205.426,82,2019,5ry2OE6R2zPQFDO85XkgRb
9129,['Pink Floyd'],A New Machine Part 2 - 2019 remix [Live],The Later Years,34.573,30,2019,6Kyz1CzxfgyDKBi32HFJxv
9130,['Juice WRLD'],Empty,Death Race For Love (Bonus Track Version),248.431,80,2019,3T06rGO2dVEntMvym0vpQu
9131,['Pink Floyd'],Round and Around - Remix 2019,The Later Years,72.28,28,2019,1mi5VkGg9mwQ2v097ZSA8Q
9132,['Billie Eilish'],i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",291.796,84,2019,6CcJMwBtXByIz4zQLzFkKc
9133,['Pink Floyd'],Sorrow - 2019 remix [Live],The Later Years,625.24,28,2019,3dfe0fKRLb8WIqzK9KxAAQ
9134,['Luke Combs'],Better Together,What You See Is What You Get,219.573,78,2019,6gdLyYNuhWBzqwlOFSsXC7
9135,['Kesha'],TiK ToK,New Year's Eve - NYE 2018/2019,199.693,35,2019,4VDpxXor1Y0Fkucgn9aMcg
9136,['Billie Eilish'],everything i wanted,everything i wanted,245.425,86,2019,3ZCTVFBt2Brf31RLEnCkWJ
9137,['Pink Floyd'],Learning to Fly - 2019 remix [Live],The Later Years,315.4,28,2019,6GwDPsB9FBmjPF8zPuempi
9138,['jagger finn'],Vas,Triplbt Theme,90.323,82,2019,6S7o12almFeL57rbRvdY5l
9139,['Pink Floyd'],A New Machine Part 1 - Remix 2019,The Later Years,106.4,28,2019,0npM0OKctqNRYgNmKfyFFQ
9140,['Trefuego'],90mh,90mh,143.333,83,2019,1VxvGm1moDJ3svQlwjdBwA
9141,['Ginuwine'],Pony,New Year's Eve - NYE 2018/2019,324.8,36,2019,07bbJiXbkhMurH0wkuPYer
9142,['Old Dominion'],One Man Band,Old Dominion,186.24,78,2019,7cA3PnUQDlUyBBwpRozQeo
9143,['Laszlo'],Feels Like Love - 2019,Monstercat - 10 Year Anniversary,188.16,27,2019,0ia1yM0yP6wQk3MjBLlxh0
9144,['Lil Tecca'],Ransom,We Love You Tecca,131.24,83,2019,1lOe9qE0vR9zwWQAOk6CoO
9145,['Pink Floyd'],A New Machine Part 2 - Remix 2019,The Later Years,39.426,27,2019,7e1bk6Hdqdb7z4nAltPVVG
9146,['DaBaby'],BOP,KIRK,159.714,82,2019,6Ozh9Ok6h4Oi1wUSLtBseN
9147,['Pink Floyd'],One Slip - 2019 remix [Live],The Later Years,368.746,26,2019,5WudOQLpFH9yK66mPGWxRT
9148,['Strawberry Guy'],Mrs Magic,Mrs Magic,208.5,80,2019,0TZejo18HlJ86OrWNsXKnw
9149,['Pink Floyd'],Marooned Jam - 1994 Recording,The Later Years 1987-2019,199.24,31,2019,6nunttbju0sb6U7ao7fedl
9150,['Liana Flores'],rises the moon,recently,161.929,81,2019,51Grh1RyUDcMBbpuyUIUHI
9151,['Outkast'],Hey Ya!,New Year's Eve - NYE 2018/2019,235.213,32,2019,1QoCMhH72F9MFDspvkfqId
9152,['Arizona Zervas'],ROXANNE,ROXANNE,163.636,84,2019,696DnlkuDOXcMAnKlTgXXK
9153,['Pink Floyd'],"High Hopes - Early Version, 1994 Recording",The Later Years 1987-2019,415.826,32,2019,64dwO6k2xQYy4cuNdsyNdI
9154,['Baby Keem'],HONEST,DIE FOR MY BITCH,172.672,79,2019,58k32my5lKofeZRtIvBDg9
9155,['Pink Floyd'],Comfortably Numb - Live at Knebworth 1990,The Later Years 1987-2019,463.0,30,2019,6jIoGDMRysca2lGg7KYGmV
9156,['Vierre Cloud'],moment,moment,129.543,83,2019,5K9tfeoiztw94dyWzF39jq
9157,['Pink Floyd'],A New Machine Part 1 - 2019 remix [Live],The Later Years,95.506,26,2019,6YMhcLIayOfKNPnWW3GgkZ
9158,"['Doja Cat', 'Rico Nasty']",Tia Tamera (feat. Rico Nasty),Amala (Deluxe Version),211.013,81,2019,1uNePI826aqh9uC9pgbeHU
9159,['Pink Floyd'],Run Like Hell - 2019 remix [Live],The Later Years,490.573,26,2019,2QXzDFEdbQADMIvFnNztIX
9160,['Ariana Grande'],"thank u, next","thank u, next",207.32,85,2019,3e9HZxeyfWwjeyPAMmWSSQ
9161,['Pink Floyd'],The Great Gig In the Sky - 2019 remix [Live],The Later Years,291.0,26,2019,7E8gTMba691uccLbmPJ0ya
9162,"['H.E.R.', 'Bryson Tiller']",Could've Been (feat. Bryson Tiller),I Used To Know Her,252.746,80,2019,6oEVnWKgPqIEPc53OYDNqG
9163,['Pink Floyd'],Us and Them - 2019 remix [Live],The Later Years,457.64,25,2019,3aLJHgkTizEceadEfbnhqO
9164,"['Machine Gun Kelly', 'YUNGBLUD', 'Travis Barker']",I Think I'm OKAY (with YUNGBLUD & Travis Barker),Hotel Diablo,169.397,81,2019,2gTdDMpNxIRFSiu7HutMCg
9165,['Pink Floyd'],Shine On You Crazy Diamond (Parts 1-5) - Live at Knebworth 1990,The Later Years 1987-2019,677.44,29,2019,08cSHYIgFt69siP7pxDSL2
9166,"['A$AP Ferg', 'Brent Faiyaz', 'Salaam Remi']","Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)",Floor Seats,222.986,79,2019,5oady7OSE7dH7LHiqmb3Cr
9167,['Pink Floyd'],Lost for Words - Tour Rehearsal 1994,The Later Years 1987-2019,334.88,30,2019,0J1rqXgA2di8SAwf6flmcY
9168,['Jonas Brothers'],Sucker,Happiness Begins,181.026,84,2019,22vgEDb5hykfaTwLuskFGD
9169,['The Du-Ettes'],Every Beat of My Heart (2019 Remaster),Club Classics: 50 Years of Northern Soul (Remastered),162.409,18,2019,1mW7a8R9Kvf0iZJdElnb8s
9170,['Cavetown'],Juliet,Animal Kingdom,278.991,82,2019,45ROR8UMn60YEVQnDy0uVF
9171,['Varien'],The Language of Angels - 2019,Monstercat - 10 Year Anniversary,205.714,21,2019,3k2MkxcvfktUghWvqNjlrw
9172,"['Mustard', 'Migos']",Pure Water (with Migos),Perfect Ten,192.47,80,2019,3j84U36KvLeXNDPv4t5pI8
9173,"['Johann Strauss II', 'Christian Thielemann', 'Wiener Philharmoniker']","Im Sturmschritt, Polka schnell, Op. 348",Neujahrskonzert 2019 / New Year's Concert 2019 / Concert du Nouvel An 2019,132.88,37,2019,5fgaMXxvNov69TEMDyVTpQ
9174,"['Roddy Ricch', 'Mustard']",High Fashion (feat. Mustard),Please Excuse Me for Being Antisocial,220.486,79,2019,07KXEDMj78x68D884wgVEm
9175,['Toploader'],Dancing in the Moonlight,New Year's Eve - NYE 2018/2019,232.693,28,2019,6U7EtCQPu6ekchmVj2KIJs
9176,['Doja Cat'],Rules,Hot Pink,187.04,82,2019,1TMWcbxL5YF8rKsFHv5hAP
9177,"['Sarah Shook & the Disarmers', 'Jam in the Van']","Years - Live Session, Austin, TX, 2019","Jam in the Van - Sarah Shook & the Disarmers (Live Session, Austin, TX, 2019)",214.12,14,2019,3dSutNwb0CbqoeiuavGpm6
9178,['Taylor Swift'],Cruel Summer,Lover,178.426,82,2019,1BxfuPKGuaTgP7aM0Bbdwr
9179,"['Joseph Hellmesberger, Jr.', 'Christian Thielemann', 'Wiener Philharmoniker']",Entr'acte-Valse,Neujahrskonzert 2019 / New Year's Concert 2019 / Concert du Nouvel An 2019,169.28,37,2019,0z3SZVPIfl1TGHpyyye6oi
9180,"['Dreamville', 'J. Cole', 'Lute', 'DaBaby']",Under The Sun (with J. Cole & Lute feat. DaBaby),Revenge Of The Dreamers III,202.04,78,2019,6MF4tRr5lU8qok8IKaFOBE
9181,['NerdOut'],The 2019 Gaming Rap Up,Year 4,280.659,19,2019,1YWNHUhOGcTc9rpAbyJDgL
9182,"['Jeremy Zucker', 'Chelsea Cutler']",you were good to me,brent,219.146,82,2019,4CxFN5zON70B3VOPBYbd6P
9183,['iKON'],LOVE SCENARIO - Live,iKON YEAR END LIVE 2019 (Live),215.288,28,2019,48ufDRy8xvYUXWeg4PD3Tz
9184,['awfultune'],I Met Sarah in the Bathroom,I Met Sarah in the Bathroom,121.374,82,2019,0mr8FAnN9X70p5KRUwMIJx
9185,['City Blues Connection'],When I Was a Boy,40 Years. City Blues Connection 1979-2019,141.99,27,2019,280jfwg3Ig2oN9HLVLUEdY
9186,['Lil Uzi Vert'],Sanguine Paradise,Sanguine Paradise,243.976,77,2019,3XiNC94b4Tq1xwv70sQJGN
9187,"['Kanto', 'AB6IX', 'Kang Min Hee', 'YODAYOUNG', 'BDC']",MELTING,BRANDNEW YEAR 2019 'DO THAT BRANDNEW THING',191.644,29,2019,1uO3h6GtQ4Q57HMOBP7WiX
9188,['Bazzi'],Paradise,Soul Searching,169.038,80,2019,0Rx0DJI556Ix5gBny6EWmn
9189,"['Johann Strauss II', 'Christian Thielemann', 'Wiener Philharmoniker']","An der schönen blauen Donau, Walzer, Op. 314",Neujahrskonzert 2019 / New Year's Concert 2019 / Concert du Nouvel An 2019,624.812,28,2019,51ShxhMLC9rwtz16B4qqaN
9190,"['Post Malone', 'Young Thug']",Goodbyes (feat. Young Thug),Hollywood's Bleeding,174.853,82,2019,0t3ZvGKlmYmVsDzBJAXK8C
9191,"['DJ Hooligan', 'Graham Bell']",Hear You Now (Mixed) - Graham Bell 2019 Remix,A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),52.499,23,2019,0S7LO7XAAJvm60K0IF4stE
9192,['Polo G'],Through Da Storm,Die A Legend,195.586,80,2019,3NqCEpT8xsHdzpiRlM1kpS
9193,['City Blues Connection'],40 Years (Radio Version),40 Years. City Blues Connection 1979-2019,219.576,22,2019,77fnwiIbXuAxbuws4zCrk1
9194,['Lana Del Rey'],Doin' Time,Norman Fucking Rockwell!,202.192,84,2019,0Oqc0kKFsQ6MhFOLBNZIGX
9195,"['The Bloody Beetroots', 'Steve Aoki']",Warp 2.0 (feat. Steve Aoki),Warp (feat. Steve Aoki) [10 Year Anniversary: 2009 - 2019],190.153,25,2019,2gv6DUg1dSwgsIHrhLsFv6
9196,['girl in red'],bad idea!,bad idea!,219.638,81,2019,1M4Ud66z18wuIq3oOxqVHa
9197,"['Pitbull', 'Kesha']",Timber (feat. Ke$ha),New Year's Eve - NYE 2018/2019,204.2,28,2019,2sTvZNvGmebdDZ0Sa8tdHn
9198,['YNW Melly'],Suicidal,Melly vs. Melvin,222.997,81,2019,1iSqfoUFnQwV0QW1EfUit8
9199,['Chinese Yang Qin Relaxation Man'],Chinese Five Elements,"Good Fortune with Chinese New Year 2019 – Asian Experience, Yin Earth Pig, Oriental Festival, Traditional Celebration",189.774,26,2019,5kDjpQ0OgPVGmJWEBdN8vP
9200,['Tyler Childers'],All Your'n,Country Squire,218.28,75,2019,0fCwTrRNfoNk962ati8n2K
9201,['NerdOut'],The 2019 Big Screen Rap Up,Year 4,248.711,17,2019,1P8l2JHVCwronQbjV4ytTK
9202,['Cavetown'],Boys Will Be Bugs,Animal Kingdom,329.049,80,2019,6suYoN4gFkanqOBn5yRnJC
9203,"['Johann Strauss II', 'Christian Thielemann', 'Wiener Philharmoniker']","Lob der Frauen, Polka Mazurka, Op. 315",Neujahrskonzert 2019 / New Year's Concert 2019 / Concert du Nouvel An 2019,258.093,24,2019,5MgjArL3UZx23VQGbpAPbE
9204,"['Doja Cat', 'Gucci Mane']",Like That (feat. Gucci Mane),Hot Pink,163.173,81,2019,4EivmOT13NMpNSfTKn9p4s
9205,['DJ Fleg'],Tema Two,Battle Of The Year 2019 - The Soundtrack,127.108,37,2019,1wyPtBObonilpDyt3OA7HI
9206,"['JP Saxe', 'Julia Michaels']",If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),208.687,83,2019,2kJwzbxV2ppxnQoYw4GLBZ
9207,['City Blues Connection'],Nanna,40 Years. City Blues Connection 1979-2019,157.434,24,2019,1LPUYsO2ykLhhXaviC1jRF
9208,['Sam Fischer'],This City,This City,194.853,83,2019,3H3r2nKWa3Yk5gt8xgmsEt
9209,['City Blues Connection'],I Ll Sing the Blues for You (1982 Version),40 Years. City Blues Connection 1979-2019,178.538,24,2019,4VCA5ch3vkWwydG6IIXhvt
9210,['BROCKHAMPTON'],SUGAR,GINGER,204.533,79,2019,6U0FIYXCQ3TGrk4tFpLrEA
9211,"['Ruben de Ronde', 'Elevven', 'Lara']",Shadow Of Us (Electronic Family 2019 Anthem) [Mixed],A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),58.16,21,2019,4kjo0hW3MoWsauPX2rkcdB
9212,['Lewis Capaldi'],Bruises,Divinely Uninspired To A Hellish Extent,220.492,84,2019,4Of7rzpRpV1mWRbhp5rAqG
9213,['WALK THE MOON'],Shut Up and Dance,New Year's Eve - NYE 2018/2019,199.08,23,2019,514UyA6vs36fYBzrbFT4jB
9214,['Bad Bunny'],Vete,Vete,192.024,84,2019,5DxXgozhkPLgrbKFY91w0c
9215,['City Blues Connection'],Miniskirt,40 Years. City Blues Connection 1979-2019,120.174,24,2019,2X7geKHx6MZgRFQ8Yp6XSP
9216,['Falling In Reverse'],Popular Monster,Popular Monster,220.537,79,2019,4GssB27iJeqmfGxS94Tfij
9217,['City Blues Connection'],Keep Movin’,40 Years. City Blues Connection 1979-2019,138.052,24,2019,2H0e4qlVPRgrvfnogT1gAp
9218,['Rod Wave'],Heart On Ice,PTSD,159.669,76,2019,591ks2A0o7ratTpiRdI7M6
9219,['Teen Suicide'],New Years Eve (2012 demo),"rarities, b-sides, demos, outtakes, & secret songs... 2009 - 2019",99.392,14,2019,6nButV01Bdu7Y3Zvt0QAev
9220,"['Kehlani', 'Ty Dolla $ign']",Nights Like This (feat. Ty Dolla $ign),While We Wait,201.787,80,2019,6ZRuF2n1CQxyxxAAWsKJOy
9221,['City Blues Connection'],Pittsburgh,40 Years. City Blues Connection 1979-2019,168.17,24,2019,6NYyqwOlbuiApC2I0BkGUx
9222,"['JACKBOYS', 'Travis Scott', 'Young Thug']",OUT WEST (feat. Young Thug),JACKBOYS,157.712,83,2019,6gi6y1xwmVszDWkUqab1qw
9223,['City Blues Connection'],Mississippi Girl,40 Years. City Blues Connection 1979-2019,177.119,23,2019,77p8KXFIfkkeXLVmr3P14E
9224,"['Quality Control', 'Lil Baby', 'DaBaby']",Baby (Lil Baby feat. DaBaby),Quality Control: Control The Streets Volume 2,142.417,76,2019,5MPPttjfGap2C6j6eKcO6J
9225,['Satanic Togas'],2019 the Year Phunk Broke,X-Ray Vision,68.75,13,2019,4FvBLjxQeIcSS66aSzKg7e
9226,['A-Wall'],Loverboy,Helios,224.52,79,2019,0qXP5fMhxGzxALOkXYUxfP
9227,['iKON'],声をきかせて - Live,iKON YEAR END LIVE 2019 (Live),246.141,29,2019,6WBduwTVdCFOG3jWR2N3sq
9228,"['Dan + Shay', 'Justin Bieber']","10,000 Hours (with Justin Bieber)","10,000 Hours (with Justin Bieber)",167.693,83,2019,2wrJq5XKLnmhRXHIAf9xBa
9229,['Dead & Company'],"New Years Countdown - Live at Chase Center, San Francisco, CA, 12/31/2019","Chase Center, San Francisco, CA, 12/31/2019 (Live)",513.075,10,2019,0RsmdkHecO2Bv0sLC0STGS
9230,['Melanie Martinez'],Teacher's Pet,K-12,241.893,82,2019,5o5akY9xnEk6lpMkD8RwD9
9231,['Bad Company'],Rock 'n' Roll Fantasy - 2019 Remaster,Swan Song Years 1974-1982 (Remastered),199.506,11,2019,6178qmfMOZxApPcw1LtbyL
9232,"['Tyler, The Creator']",I THINK,IGOR,212.013,78,2019,4f8Mh5wuWHOsfXtzjrJB3t
9233,['Trap Remix Guys'],It's the Most Wonderful Time of the Year (Trap Remix),Christmas Music: Best Holiday Classics 2019,91.8,13,2019,2qVwfA68M9I50HGF9NvGjq
9234,['Harry Styles'],Fine Line,Fine Line,377.96,81,2019,6VzcQuzTNTMFnJ6rBSaLH9
9235,"['Calvin Harris', 'Frank Ocean', 'Migos']",Slide (feat. Frank Ocean & Migos),New Year's Eve - NYE 2018/2019,230.813,21,2019,0fYj3VXduuxJ61E3w0OpTE
9236,['DaBaby'],Suge,Baby On Baby,163.32,77,2019,2gwkD6igEhQbDQegRCcdoB
9237,"['The Chainsmokers', 'Daya']",Don't Let Me Down (feat. Daya),New Year's Eve - NYE 2018/2019,208.373,23,2019,0BoNfRmagNn4HHYOoitdMK
9238,['Calibre 50'],Si Te Pudiera Mentir,Simplemente Gracias,255.64,88,2019,3p6eieHX6oEOzJStPtEsLu
9239,"['Super8 & Tab', 'KhoMha']",Stardust (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),51.293,24,2019,5oYAug7a1WDOizJfQOnExb
9240,"['Summer Walker', 'Bryson Tiller']",Playing Games (with Bryson Tiller) - Extended Version,Over It,143.226,79,2019,2xyx0o4xNOLLjBSbOOdcbA
9241,['iKON'],KILLING ME - Live,iKON YEAR END LIVE 2019 (Live),228.785,24,2019,0J5V2NMsc9OoW8CWRqNd05
9242,['Jason Aldean'],Got What I Got,9,178.146,74,2019,4TCc369aRPRubv1m8R1TBG
9243,['Garden Of Delight'],The Nevercomebacksong (2019),25 Years on the Road,164.96,17,2019,5kIsZi0bVV8mVjxJ9U72S5
9244,['Ralph Castelli'],Morning Sex,Morning Sex,175.312,78,2019,2fGRJzoiYJYAzlQAyBONMb
9245,['FUTURECODE'],The Connection (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),44.596,24,2019,5Su4cMv9kGpQiQVTb4XSVE
9246,['Ali Gatie'],It's You,YOU,212.606,84,2019,5DqdesEfbRyOlSS3Tf6c29
9247,"['Above & Beyond', 'Marty Longstaff']",Flying By Candlelight (Mixed) - Above & Beyond Club Mix,A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),89.957,23,2019,5xR5gplGfY2SROna7xrrO5
9248,['BANNERS'],Someone To You,Where The Shadow Ends,219.801,83,2019,2f0pn9DkEJwAzXApnFh5cr
9249,['iKON'],ロード - JU-NE Live,iKON YEAR END LIVE 2019 (Live),219.319,28,2019,3I60M9Lx2uAkoULXVx7PXv
9250,['Sub Urban'],Cradles,Cradles,209.829,76,2019,1y4jsQt7MjnZhiD1L6qFBC
9251,"['Daft Punk', 'Pharrell Williams', 'Nile Rodgers']",Get Lucky (feat. Pharrell Williams & Nile Rodgers),New Year's Eve - NYE 2018/2019,369.626,23,2019,5bDrb5U9wtV4tzeiVhw7kO
9252,"['XXXTENTACION', 'PnB Rock', 'Trippie Redd']",bad vibes forever,Bad Vibes Forever,150.475,79,2019,03eJ2DclFWXYU8GWgANdmZ
9253,['iKON'],FREEDOM - KR Ver. Live,iKON YEAR END LIVE 2019 (Live),213.604,28,2019,0EAylnJfWrYkQ9UjE176Yo
9254,['Billie Eilish'],you should see me in a crown,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",180.952,81,2019,3XF5xLJHOQQRbWya6hBp7d
9255,['Super8 & Tab'],Trigger (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),44.333,23,2019,4dBIoHDAdcGFm0vWNc117P
9256,['TOKYO’S REVENGE'],GOODMORNINGTOKYO!,GOODMORNINGTOKYO!,150.115,77,2019,0Q2n5yzl2XRqYbV77tZNYp
9257,"['Markus Schulz', 'BT']",I Need Love (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),44.261,22,2019,4VJNHYtKRv60P4kXBwBTJs
9258,['NLE Choppa'],CAPO,CAPO,192.2,78,2019,1KjQPDJQCUuqDj3AmfSBCa
9259,"['Omnia', 'Whiteout']",U (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),59.08,23,2019,34z03tVNq7XHCodbiK9WIS
9260,"['Jhay Cortez', 'J Balvin', 'Bad Bunny']",No Me Conoce - Remix,Famouz,309.12,84,2019,4R8BJggjosTswLxtkw8V7P
9261,"['Planet Perfecto Knights', 'Maurice West']",ResuRection (Mixed) - Maurice West Remix,A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),66.453,24,2019,72rosE3pNYw0905HQFnjqm
9262,['Polo G'],Chosen 1,Die A Legend,127.2,78,2019,40QrLHWdsxyXLAdjJG4Rxs
9263,['Andrew Bayer'],Magitek (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),60.013,23,2019,1nUBHehZrw0CZAhYKQKnMq
9264,['Lil Tecca'],Love Me,We Love You Tecca,117.013,80,2019,4e0FYxSROat25pH16zMTZI
9265,"['Ferry Corsten', 'BT']",1997 (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),59.02,23,2019,12MJgOjakQQuGrrqn8746Z
9266,['Sasha Alex Sloan'],Dancing With Your Ghost,Dancing With Your Ghost,197.732,84,2019,1TQXIltqoZ5XXyfCbAeSQQ
9267,['City Blues Connection'],Too Late for Prayin’,40 Years. City Blues Connection 1979-2019,185.061,22,2019,2uIpqTkSKTPU0em4MnspAW
9268,['Billie Eilish'],listen before i go,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",242.652,80,2019,0tMSssfxAL2oV8Vri0mFHE
9269,['City Blues Connection'],Help Me,40 Years. City Blues Connection 1979-2019,216.903,22,2019,2LP9TnB9z4kXlPpmza8epo
9270,['Ariana Grande'],"break up with your girlfriend, i'm bored","thank u, next",190.44,81,2019,4kV4N9D1iKVxx1KLvtTpjS
9271,['Pharrell Williams'],"Happy - From ""Despicable Me 2""",New Year's Eve - NYE 2018/2019,232.72,21,2019,3Vf5cSN4mOt9rHqAsXgxQm
9272,['PUBLIC'],Make You Mine,Make You Mine,232.906,81,2019,5iFwAOB2TFkPJk8sMlxP8g
9273,"['Cosmic Gate', 'Forêt']",Need To Feel Loved (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),73.88,23,2019,1bB9MnstJVnAqQSZxh1voj
9274,"['Post Malone', 'Ozzy Osbourne', 'Travis Scott']",Take What You Want (feat. Ozzy Osbourne & Travis Scott),Hollywood's Bleeding,229.573,79,2019,7CZyCXKG6d5ALeq41sLzbw
9275,['Roman Messer'],Magic Fly (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),59.08,22,2019,1fkyAoE2TBq3b53BHnYAhL
9276,"['Marshmello', 'Kane Brown']",One Thing Right,One Thing Right,181.823,78,2019,4hPpVbbakQNv8YTHYaOJP4
9277,['City Blues Connection'],I’m Ready,40 Years. City Blues Connection 1979-2019,225.105,21,2019,6rbNBCvy9Euk80QcPCZCY6
9278,['Taylor Swift'],You Need To Calm Down,Lover,171.36,81,2019,6RRNNciQGZEXnqk8SQ9yv5
9279,['Il Volo'],O Holy Night - 2019,10 Years - The Best Of,218.286,10,2019,2KI6cNEFGOHt8km2kuSEse
9280,"['Idina Menzel', 'AURORA']",Into the Unknown,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),194.848,79,2019,3Z0oQ8r78OUaHvGPiDBR3W
9281,['MaRLo'],The Power Within (Altitude 2019 Anthem) [Mixed],A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),42.666,18,2019,7GMIIWCKhFwZGHNvz9PR3F
9282,"['Tyler, The Creator']",A BOY IS A GUN*,IGOR,210.253,77,2019,1nXZnTALNXiPlvXotqHm66
