,artists,track,album,time (s),popularity,year,id
9283,"['Fatum', 'Genix', 'Jaytech', 'Judah']",All In (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),59.109,21,2019,3u0RybfPbpdHrEGTMA8Aql
9284,['Peach Tree Rascals'],Mariposa,Mariposa,210.0,79,2019,4ja2gzrNh9VNigzoXfmbwD
9285,['Gareth Emery'],Laserface 03 (Leaving You) [Mixed],A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),73.16,22,2019,0UiF7STl6DRkDFLraz07w2
9286,['Tones And I'],Dance Monkey,Dance Monkey (Stripped Back) / Dance Monkey,209.438,83,2019,2XU0oxnq2qxCpomAAuJY8K
9287,"['Markus Schulz', 'Lachi', 'Fisherman']",Far (Mixed) - Fisherman Festival Mix,A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),51.713,22,2019,36Y9HmC7VE4a6999xWYOKr
9288,"['JACKBOYS', 'Pop Smoke', 'Travis Scott']",GATTI,JACKBOYS,181.144,80,2019,40mjsnRjCpycdUw3xhS20g
9289,"['Above & Beyond', 'Armin van Buuren']",Show Me Love (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),82.506,22,2019,1MFReW8esinMiHO8fBmgz7
9290,['Mason Ramsey'],Before I Knew It,Twang,201.973,78,2019,3cqWSJzuxZCsglpaxWtosT
9291,['City Blues Connection'],Tough Times,40 Years. City Blues Connection 1979-2019,232.146,21,2019,3fpUY2Ia7UdbZT7EI4ZN9p
9292,['Juice WRLD'],Flaws And Sins,Death Race For Love (Bonus Track Version),218.348,76,2019,0flSGzqHO12p9fU9kqaHGE
9293,"['Armin van Buuren', 'Shapov']",La Résistance De L'Amour (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),73.866,22,2019,5w6lkMt058qAmuoxKP9ppw
9294,"['Lil Tecca', 'Juice WRLD']",Ransom (with Juice WRLD) - Remix,We Love You Tecca,171.253,78,2019,2WsuSYJNXGKXVYkHPnq2yp
9295,['City Blues Connection'],Tough Times (2005 Version),40 Years. City Blues Connection 1979-2019,242.346,40,2019,2i80ySLIt5c3jHN3E0TpPs
9296,['WILLOW'],Time Machine,WILLOW,143.64,77,2019,1jVjOcs7QeQZJXScbqvofI
9297,['City Blues Connection'],Special Medicine,40 Years. City Blues Connection 1979-2019,239.223,21,2019,44C0y5CkjTYxhPvOrfdJou
9298,['Kevin Abstract'],Peach,ARIZONA BABY,176.732,77,2019,5JRMqkR82k2fdDEAim9SCN
9299,['Armin van Buuren'],A State Of Trance Year Mix 2019 (Mixed) - Intro: Music Lesson with Mr. Briggs,A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),160.8,17,2019,74Pg4UDBZBZJMqPSXGz7nI
9300,"['Machine Gun Kelly', 'Trippie Redd']",Candy (feat. Trippie Redd),Hotel Diablo,156.719,77,2019,37AGgp9VP8TVJBfEat74Bj
9301,['Cosmic Gate'],Come With Me (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),59.053,21,2019,2mEDs5R6GsT91ebJwM4Tvb
9302,"['Post Malone', 'DaBaby']",Enemies (feat. DaBaby),Hollywood's Bleeding,196.76,78,2019,0Xek5rqai2jcOWCYWJfVCF
9303,['Estiva'],Sequence (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),59.053,22,2019,03Mdji3H48vYedRZb2y4LE
9304,"['Lil Nas X', 'Billy Ray Cyrus']",Old Town Road - Remix,7 EP,157.066,83,2019,2YpeDb67231RjR0MgVLzsG
9305,"['Above & Beyond', 'Seven Lions', 'Opposite the Other']",See The End (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),73.853,22,2019,1KwDUMDfZedu2c79bUuOq7
9306,['Comethazine'],SOLVED THE PROBLEM,BAWSKEE 3.5,117.073,76,2019,3gahizdt1kEi5ovjCn6eql
9307,"['Maor Levi', 'OTIOT']",Aria (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),59.097,22,2019,0tV5u4VSnnRgrVIwiDnKIJ
9308,['Lykke Li'],sex money feelings die - slowed version,sex money feelings die (slowed version),168.81,81,2019,0dkvbYmXYEPK7gGMdytmfI
9309,['Fatum'],Outlaw (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),59.088,22,2019,3GT2UWAd6J0hsTeqFkB6gc
9310,['Dua Lipa'],Don't Start Now,Don't Start Now,183.29,85,2019,6WrI0LAC5M1Rw2MnX2ZvEg
9311,['Christmas 2019'],It's the Most Wonderful Time of the Year,Christmas Classics - Christmas Holiday Music,149.682,15,2019,387R5Lk8eIN4bhrzj1IDJF
9312,['Kanye West'],Follow God,JESUS IS KING,104.591,78,2019,2QpGZOhTCHHiKmpSO9FW4h
9313,"['Luke Bond', 'Tyler Graves']",Left Of Us (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),88.573,21,2019,2w9O2n6hfPZnFsW8TNdV5K
9314,"['Young Thug', 'Gunna']",Hot (feat. Gunna),So Much Fun,193.026,76,2019,5Z8HZM6iQMhhqyPcCGY5g9
9315,"['Armin van Buuren', 'HALIENE']",Song I Sing (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),104.48,21,2019,6jIRXiZ75CvpwHysANrekX
9316,['Junior H'],Ella,Corridos Tumbados,259.402,81,2019,0tKl8ZVM6xJkhznvJAS3Nq
9317,['Super8 & Tab'],Iron (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),44.346,21,2019,6ZKYeJdh5me9rPg2XG5KUf
9318,"['J Balvin', 'Bad Bunny']",QUE PRETENDES,OASIS,222.346,83,2019,25ZAibhr3bdlMCLmubZDVt
9319,"['BUMKEY', 'Yang Da Il', 'Kebee', 'Kanto', 'KittiB', 'Vincent Blue', 'Yenjamin', 'GREE']",LOOK GOOD,BRANDNEW YEAR 2019 'DO THAT BRANDNEW THING',219.897,18,2019,4GVi9t6B5eEtSlwYpeFCop
9320,['21 Savage'],Immortal,Immortal,254.723,75,2019,4IO8X9W69dIQe0EC5ALXhq
9321,['Cosmic Gate'],The Wave 2.0 (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),43.213,21,2019,0y5Yoqh9Dgh5Hj39e6BCe4
9322,"['Dominic Fike', 'Kenny Beats']",Phone Numbers,Phone Numbers,146.826,79,2019,3f9Mzvd3URfbbIJBX4pz9Z
9323,"['Space Corps', 'Karra']",Gravity (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),73.851,21,2019,09DcQozZCHkNydWuJ0y8A5
9324,"['BTS', 'Halsey']",Boy With Luv (feat. Halsey),MAP OF THE SOUL : PERSONA,229.773,86,2019,4a9tbd947vo9K8Vti9JwcI
9325,"['Rodg', 'Matt Fax']",Eukarya (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),44.303,21,2019,25yNDxDc7MwW9J0I212ALd
9326,"['Ellie Goulding', 'Juice WRLD']",Hate Me (with Juice WRLD),Hate Me (with Juice WRLD),186.223,79,2019,6kls8cSlUyHW2BUOkDJIZE
9327,"['Orjan Nilsen', 'Dennis Sheperd', 'Nifra', 'Estiva']",Cabin Fever (Mixed) - Orjan Nilsen Club Mix,A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),59.125,21,2019,1xzLRhreiEDPAJ0s51L14p
9328,['Jake Owen'],Made For You,Greetings From...Jake,238.4,75,2019,7vF3xkCMvZjAe2nTWY0uQZ
9329,['iKON'],B-DAY - Live,iKON YEAR END LIVE 2019 (Live),212.533,26,2019,72bf2FhSUoemGQztMps4n2
9330,['Calboy'],Envy Me,Wildboy,120.133,76,2019,7rvyVWja33WG9R97oeJAjx
9331,['Bad Company'],"Gone, Gone, Gone - 2019 Remaster",Swan Song Years 1974-1982 (Remastered),229.64,9,2019,32WLtuOhEbkzBud29CKRKj
9332,['Bakar'],Hell N Back,Hell N Back,213.573,78,2019,3NRql0A1Ef4RCvT473iqgD
9333,['Andrew Bayer'],"Parallels, Pt. 2 (Mixed)",A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),44.293,21,2019,6Ove08LOxYVR0ioFsjTG9y
9334,['Taylor Swift'],The Man,Lover,190.36,81,2019,3RauEVgRgj1IuWdJ9fDs70
9335,"['Above & Beyond', 'Zoë Johnston']",There's Only You (Mixed) - Above & Beyond Club Mix,A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),59.96,20,2019,3Nw82Wz9zU11kvSha3MjxY
9336,['Lil Tjay'],Sex Sounds,True 2 Myself,162.453,80,2019,5JtvedSVWW9McnoEAPJwQm
9337,"['NWYR', 'Andrew Rayel']",The Melody (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),59.12,21,2019,1VRwmVw581bDgAnYjcAXiq
9338,"['YNW Melly', 'Kanye West']",Mixed Personalities (feat. Kanye West),We All Shine,230.4,76,2019,6vWEAOUSxohKxhp0K1BsxL
9339,"['Roman Messer', 'Cari']",Serenity,A State Of Trance Year Mix 2019 (Selected by Armin van Buuren),262.065,23,2019,7llX3QH1ViJ9IYB3Qd73EP
9340,['Ashe'],Moral of the Story,Moral of the Story,201.083,82,2019,2nC3QhMI9reBIOWutbU3Tj
9341,['Year of the Knife'],Sick Statistic,Pure Noise Tour 2019,210.94,13,2019,3LZvJB0bvdLI3JBLMxyjI8
9342,['John Vincent III'],Next to You,Songs from the Valley,256.519,77,2019,3MwHZDGwAR8RjZZBriBqmx
9343,"['Twenty 4 Seven', 'Ruud Van Rijen']",I Can't Stand It (Rvr Remaster 2019),I Can't Stand It! 30 Years Anniversary Edition,248.321,25,2019,2NC0ETFl0oonGh89RN2k6W
9344,"['Lenin Ramírez', 'Grupo Firme']",Yo Ya No Vuelvo Contigo - En Vivo,Yo Ya No Vuelvo Contigo (En Vivo),240.456,82,2019,1s59X35jDULAyOGmBuTAnd
9345,['iKON'],ONLY YOU - KR Ver. Live,iKON YEAR END LIVE 2019 (Live),195.965,24,2019,61pH3LVfzqk2Gn3NuSOqp8
9346,"['Tyler, The Creator']",RUNNING OUT OF TIME,IGOR,177.226,76,2019,5QvBXUm5MglLJ3iBfTX2Wo
9347,"['CNCO', 'Little Mix']",Reggaetón Lento (Remix),New Year's Eve - NYE 2018/2019,188.786,22,2019,05x21T1AAHaZi6HYvDJyf5
9348,['Lil Skies'],I,Shelby,181.89,76,2019,4ZT9FnbFu1PaBfV3itxiqT
9349,['iKON'],APOLOGY - Live,iKON YEAR END LIVE 2019 (Live),231.486,23,2019,0WwdkvYwVHrj8Mbuyah5lV
9350,['Duncan Laurence'],Arcade,Arcade,183.624,85,2019,1Xi84slp6FryDSCbzq4UCD
9351,['iKON'],IN LOVE - KR Ver. / BOBBY Live,iKON YEAR END LIVE 2019 (Live),217.731,24,2019,5Hf1FbeMG5HngdWLaDskOx
9352,['Blake Shelton'],God's Country,God's Country,205.106,75,2019,1dyxS3YzBbL0t8rEVwVQ1K
9353,"['Alan Walker', 'Noah Cyrus', 'Digital Farm Animals', 'Juliander']",All Falls Down (feat. Juliander),New Year's Eve - NYE 2018/2019,197.32,21,2019,7EZSzaiRM8RaiFIQbRJ2fQ
9354,"['Ariana Grande', 'Social House']",boyfriend (with Social House),boyfriend,186.106,81,2019,0Ryd8975WihbObpp5cPW1t
9355,"['FUTURECODE', 'Roxanne Emery']",Dancing In The Rain (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),88.586,21,2019,0oZrysr2D34Ny6UOBXLk7h
9356,['Zach Bryan'],Condemned,DeAnn,174.673,73,2019,6WuVLG5DRHKKuJ6deCw28p
9357,['Avao'],Cosmic Order (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),58.173,20,2019,2B2bH9oYj91fOquXUrFais
9358,['khai dreams'],Sunkissed,Now and Then,126.464,77,2019,1tD8J13a74q8fBqXwAP50j
9359,"['Armin van Buuren', 'Maarten de Jong']",Stickup (Mixed) - Maarten de Jong Remix,A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),128.693,23,2019,0dHn0kYUJyCCZlIUhsaj6E
9360,"['Logic', 'Eminem']",Homicide (feat. Eminem),Confessions of a Dangerous Mind,245.386,78,2019,7M2tXmeS15NAzEn7ABFeBg
9361,"['Assaf', 'Cassandra Grey']",All Of You (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),103.413,20,2019,6NezNUkprlWYjnHnYXTK4S
9362,['Harry Styles'],She,Fine Line,362.653,80,2019,6SQLk9HSNketfgs2AyIiMs
9363,['Orjan Nilsen'],Wait 4 It (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),44.373,21,2019,7bdDiI548biiBerx39OJzG
9364,['Crisaunt'],Dream Girl,Dream Girl,179.286,76,2019,3Z6cltU0OfbUdSZtZlzKPL
9365,"['KhoMha', 'David Gravell']",Alpha Centauri (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),44.28,21,2019,61JsjaLS1j24qTCJxdOpBZ
9366,['iann dior'],emotions,nothings ever good enough,131.213,77,2019,5ls62WNKHUUrdF3r1cv83T
9367,"['DJ Pilizhao', 'Challenger Beats']",That's The Way I Like,Battle Of The Year 2019 - The Soundtrack,210.522,24,2019,4BOM2sGBW2uh9v27H6sfa8
9368,['Miranda Lambert'],Bluebird,Wildcard,209.76,74,2019,0kPeZAyIhIfeZNrtfjJGDB
9369,['The Dark Tenor'],Dies Irae - Live 2019,Alive - 5 Years,35.933,14,2019,7jiLJePCsgIMkuQFC5DFFA
9370,['Florida Georgia Line'],Simple,Can't Say I Ain't Country,185.2,75,2019,4L9Ds4mpD3SuYoWwFUlv16
9371,['Above & Beyond'],Anjunafamily (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),44.28,20,2019,6a3euBWYkuCM93fbECpAAk
9372,['Riley Green'],I Wish Grandpas Never Died,Different 'Round Here,250.413,73,2019,7Dxes6VnfbZYV0S2QTnVuT
9373,"['Ilan Bluestone', 'EL Waves']",We Are The Universe (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),81.226,20,2019,44JNTGpXfAseeghKELYq0r
9374,['Nova'],Not Around,Not Around,183.92,79,2019,1Adhz5VVDZxhojOLfQQUxa
9375,"['Will Sparks', 'Luciana']",My Spine Is Tingling (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),72.733,20,2019,5QgZvmAiuWKkP87dwkpd2P
9376,['24kGoldn'],CITY OF ANGELS,DROPPED OUTTA COLLEGE,112.493,78,2019,6ap9lSRJ0iLriGLqoJ44cq
9377,"['Armin van Buuren', 'Luke Bond', 'Karra']",Revolution (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),72.72,20,2019,0iozTWghsHjVPvbzSMOgul
9378,['Kaash Paige'],Love Songs - Bonus,Parked Car Convos,148.64,78,2019,6qL5UWxRSQYml9O99ozoLv
9379,"['Armin van Buuren', 'Vini Vici', 'Hilight Tribe']",Great Spirit (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),41.238,20,2019,6a9DqqKDcxAAd9H6RwkUYT
9380,['Lewis Capaldi'],Hold Me While You Wait,Divinely Uninspired To A Hellish Extent,205.686,81,2019,60iSKGrGazRzICtMjADNSM
9381,"['GXD', 'Elle Vee']",Voices (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),44.32,20,2019,47PsiFSYp5djox8Aoyzjmj
9382,"['Idina Menzel', 'Evan Rachel Wood']",Show Yourself,Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),260.906,77,2019,50WeOnXhM1H7AZEeIDoWfZ
9383,"['Andrew Rayel', 'HALIENE']",Take All Of Me (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),80.0,20,2019,5BX6UU54eGSItdqdc4jf7c
9384,['Matt Maeson'],Hallucinogenics,Bank On The Funeral,187.173,75,2019,6bLU8e0LGyztE9iD5DWBQ1
9385,['Graham Bell'],The Night King (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),33.481,20,2019,5Oxzdhqgz3K8AaJ0smgYUd
9386,"['DaBaby', 'Lil Baby', 'Moneybagg Yo']",TOES (feat. Lil Baby & Moneybagg Yo),KIRK,136.366,75,2019,2FvD20Z8aoWIePi7PoN8sG
9387,['Zara Larsson'],Ruin My Life,New Year's Eve - NYE 2018/2019,189.853,21,2019,5sUZcgoA6qwxx5r2fZOLVq
9388,['Sonder'],What You Heard,What You Heard,238.242,75,2019,3a3dQOO19moXPeTt2PomoT
9389,['iKON'],EVERYTHING - Live,iKON YEAR END LIVE 2019 (Live),216.243,25,2019,3opiX0SaxbJA8xoTaO4Zby
9390,['Drake'],Trust Issues,Care Package,281.518,77,2019,4Wjhj0WjkyECccfHVIgaTq
9391,"['Sigala', 'Ella Eyre']",Came Here for Love,New Year's Eve - NYE 2018/2019,202.813,20,2019,4oryV9jHgOfzZE9r3kp7ta
9392,['Trippie Redd'],Who Needs Love,A Love Letter To You 4,158.532,75,2019,2ktxr00GpTtbMNeBjNeY8D
9393,['Frequencerz'],Wish Outdoor 2019 Worldwide Anthem,10 Years of Hardstyle by Frequencerz,244.385,26,2019,3fyRNf24ZI6SH0RQW1pRCk
9394,['Saweetie'],My Type,ICY,126.446,76,2019,5KBARWIxeMGkvUax9VtVC9
9395,['Space Motion'],Requiem for a Dream,The Timeless Year of 2019: Compiled by Morttagua,432.786,29,2019,2GC7M73H3WRHi2aJfEVCzF
9396,"['Doja Cat', 'Tyga']",Juicy,Hot Pink,203.093,79,2019,7f5trao56t7sB7f14QDTmp
9397,"['Armin van Buuren', 'Rising Star', 'Alexandra Badoi']",Cosmos (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),101.813,20,2019,37Yz6yEEKlrvIwN3FsQp1O
9398,['Wallows'],Remember When,Nothing Happens,155.146,77,2019,5naar7XewEOAjOywIp6Jjq
9399,['Fisherman'],Man vs. Machine (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),43.64,19,2019,01DwR3DfCOkCoSqk4aXy3g
9400,['Juice WRLD'],Fast,Death Race For Love (Bonus Track Version),208.517,77,2019,5WQrDB34o6M8V0jxNiX6RU
9401,"['Gareth Emery', 'Ashley Wallbridge', 'PollyAnna']",Lionheart (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),94.56,20,2019,6hVmS3rSm5343IrEQ8cy95
9402,"['SLANDER', 'Dylan Matthew']",Love Is Gone - Acoustic,Love Is Gone (Acoustic),176.971,83,2019,7F1CiKqrY44kh5cDqwHOnx
9403,"['Key4050', 'Plumb']",I Love You,A State Of Trance Year Mix 2019 (Selected by Armin van Buuren),242.391,24,2019,6OEjkvjWsCyapdxfYgBARm
9404,['5 Seconds of Summer'],Teeth,13 Reasons Why (Season 3),204.887,82,2019,26wLOs3ZuHJa2Ihhx6QIE6
9405,"['MaRLo', 'Feenixpawl']",Lighter Than Air (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),94.643,20,2019,7GSJWikperYDtta4mc173w
9406,['Billie Eilish'],wish you were gay,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",221.543,79,2019,3Fj47GNK2kUF0uaEDgXLaD
9407,"['Armin van Buuren', 'AVIAN GRAYS', 'Jordan Shaw']",Something Real (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),74.52,19,2019,3DrTlPtlpPbjMrKb6vrAXN
9408,['ShooterGang Kony'],Charlie,Second Hand Smoke,129.807,73,2019,3DBwDqXgldSDm9FSlYSllK
9409,"['MaRLo', 'HALIENE']",Whisper (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),92.426,19,2019,4mOYchpWpCTddgwRS1ul7T
9410,['DaBaby'],VIBEZ,KIRK,144.935,77,2019,0fySG6A6qLE8IvDpayb5bM
9411,"['Ferry Corsten', 'Gouryella']",Surga (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),85.36,20,2019,1HG01D8OmJwUd7HdO7eoGP
9412,['Flipp Dinero'],Leave Me Alone,LOVE FOR GUALA,195.637,75,2019,6V7g6qM8wheMivMWrzbPTM
9413,['iKON'],M.U.P - Live,iKON YEAR END LIVE 2019 (Live),165.729,23,2019,0W5KqLntCiPR0VSbj2wvz9
9414,['Doja Cat'],Cyber Sex,Hot Pink,165.733,78,2019,1ghvzmzpx2nnrbx7wtpMgo
9415,['iKON'],RUBBER BAND - Live,iKON YEAR END LIVE 2019 (Live),198.278,23,2019,1ZnHFa7Wgy7CyurePp6HGq
9416,['Chris Lane'],"Big, Big Plans","Big, Big Plans",187.306,73,2019,7yNJCsUH3tXlpQiHSsAc5l
9417,"['iKON', 'P.K (FUTURE BOUNCE)']",RHYTHM TA - REMIX Rock Ver. Live,iKON YEAR END LIVE 2019 (Live),210.697,24,2019,6ocH0UMaKicGwNx8GmtjID
9418,"['Jaden', 'WILLOW']",Summertime In Paris,ERYS (Deluxe),270.96,77,2019,6XNANAB7sFvkfho6bMCp7o
9419,['Bad Company'],Electricland - 2019 Remaster,Swan Song Years 1974-1982 (Remastered),328.413,8,2019,0MSlUYGaftCzL554hoe4GB
9420,['Lil Tecca'],Did It Again,We Love You Tecca,116.24,76,2019,4guBZjUyrGoHsTahO3IHdj
9421,['The Dark Tenor'],The Hunger - Live 2019,Alive - 5 Years,183.36,13,2019,5lHhlN4SgyaFk3ylg2mo7p
9422,"['Grupo Firme', 'Marca MP']",El Güero (Feat. Marca MP),El Güero (Feat. Marca MP),213.254,79,2019,2MeEuwplwbbjZ7hxRI6viw
9423,"['Dave Neven', 'Triqz']",Rapture (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),43.726,19,2019,2pwloutWgHtr6F9sLU7OQl
9424,['Thomas Rhett'],Look What God Gave Her,Center Point Road,168.96,74,2019,2KqJC0koTBUyDlsMt5ok1V
9425,"['Key4050', 'Plumb']",I Love You (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),83.493,19,2019,5OQy2jXjv6sg1Ugzr1i0HT
9426,['Post Malone'],Hollywood's Bleeding,Hollywood's Bleeding,156.266,78,2019,7sWRlDoTDX8geTR8zzr2vt
9427,['Giuseppe Ottaviani'],8K (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),69.6,21,2019,4QhAD4GRwfWu1dCzlOk65T
9428,['Billie Eilish'],bury a friend,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",193.143,80,2019,4SSnFejRGlZikf02HLewEF
9429,['Giuseppe Ottaviani'],Panama (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),83.48,19,2019,4udhS5ywLmrIgw4gM97gpS
9430,"['Camila Cabello', 'DaBaby']",My Oh My (feat. DaBaby),Romance,170.746,81,2019,3yOlyBJuViE2YSGn3nVE1K
9431,['Ben Gold'],The City Sleeps Tonight (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),49.746,19,2019,63RVNvEwkZzARjndNcSlS7
9432,['Lizzo'],Good as Hell,Cuz I Love You (Super Deluxe),159.735,77,2019,6KgBpzTuTRPebChN0VTyzV
9433,"['Ciaran McAuley', 'Clare Stagg']",All I Want (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),69.573,19,2019,2Zmrmx8kOmZSa5fiEaCZrX
9434,['Zach Bryan'],Letting Someone Go,DeAnn,239.761,72,2019,6Wxx1jXr6EyGdt8RuYFzvj
9435,"['Purple Haze', 'KhoMha']",We Come In Peace (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),43.64,19,2019,1I7oQ9vHXpJac1QoEXSZI7
9436,['NF'],The Search,The Search,248.04,80,2019,2OKo7g3KfmCt3kyLvUAL0g
9437,['Hard Men Working Hard'],Straight Pride,GOTY of the Year 2019,266.138,13,2019,6GRVVZYQlQdrL87SCh9jG1
9438,['Juice WRLD'],Feeling,Death Race For Love (Bonus Track Version),201.92,75,2019,2uTrdatngtB000duMrfbiV
9439,['Ash'],Kung Fu - 2019 - Remaster,Teenage Wildlife: 25 Years of Ash,137.074,15,2019,6J7ePsfWTFUgXNrG62snbq
9440,['Hozier'],Almost (Sweet Music),"Wasteland, Baby!",217.48,73,2019,5Apvsk0suoivI1H8CmBglv
9441,['iKON'],DON'T LET ME KNOW - KR Ver. Live,iKON YEAR END LIVE 2019 (Live),232.977,22,2019,3pYDO1JlKim4hvCn60NBdj
9442,['Lizzo'],Juice,Cuz I Love You,195.144,79,2019,0k664IuFwVP557Gnx7RhIl
9443,"['CNCO', 'Yandel']",Hey DJ,New Year's Eve - NYE 2018/2019,206.92,20,2019,365xf2nDUKyayd2cVfIrCx
9444,"['Kygo', 'Whitney Houston']",Higher Love,Higher Love,228.267,80,2019,6oJ6le65B3SEqPwMRNXWjY
9445,"['Maarten de Jong', 'Allen Watts']",Caffeine (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),71.12,19,2019,6rDtc4jjqQBsWMx0VV7sOR
9446,"['Free Nationals', 'Daniel Caesar', 'Unknown Mortal Orchestra']",Beauty & Essex,Free Nationals,277.046,76,2019,0cciBj4236w1xByzZvn92D
9447,"['Richard Durand', 'Christina Novelli']",Save You (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),93.906,18,2019,6rgQMjOMAHnleU0fMWaBK6
9448,"['Maren Morris', 'Hozier']",The Bones - with Hozier,The Bones (with Hozier),197.298,76,2019,1yTTMcUhL7rtz08Dsgb7Qb
9449,"['Gareth Emery', 'Emma Hewitt', 'STANDERWICK']",Take Everything (Mixed) - STANDERWICK Remix,A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),70.601,19,2019,5SJlVvJvIYNTskntR5EUb1
9450,['MarMar Oso'],Ruthless (Nice Guys Always Finish Last),Oso Different,233.023,77,2019,6HeCk6yewXH7WO4D93eub9
9451,['MaRLo'],Space Journey (Mixed),A State Of Trance Year Mix 2019 (Mixed by Armin van Buuren),64.48,19,2019,0KSwtZfqNRVN6cxXUot7Sp
9452,['SYML'],Where's My Love,SYML,202.0,82,2019,1B62o4CbdL9ckGvwsz2cgn
9453,['Hard Men Working Hard'],Let Me In M'lady,GOTY of the Year 2019,265.2,12,2019,3gT6B86q6sXpR6AksjiVLg
9454,['Andy Grammer'],"Don't Give Up On Me - (From ""Five Feet Apart"")",Naive,196.187,79,2019,5A3fPy30SN2wuzrahpcxvV
9455,"['The Bloody Beetroots', 'Steve Aoki']",Warp 1.9 (feat. Steve Aoki),Warp (feat. Steve Aoki) [10 Year Anniversary: 2009 - 2019],203.73,14,2019,6jgvolfN4LUKL4KPGImrbg
9456,['Parker McCollum'],Pretty Heart,Pretty Heart,244.797,72,2019,6vC90OOjZR165Hw8CpsqEm
9457,['iKON'],WHAT'S WRONG? - Live,iKON YEAR END LIVE 2019 (Live),235.516,21,2019,2gaguxdqQL2ftx28FAc80V
9458,"['Taylor Swift', 'Brendon Urie', 'Panic! At The Disco']",ME! (feat. Brendon Urie of Panic! At The Disco),Lover,193.0,80,2019,2Rk4JlNc2TPmZe2af99d45
9459,['iKON'],DUMB & DUMBER - Live,iKON YEAR END LIVE 2019 (Live),226.638,22,2019,70k1mrtYXt3Obi4yWPKaQz
9460,['BabyJake'],Cigarettes On Patios,Cigarettes On Patios,207.813,74,2019,0LJDFZohBgWOMvXQw0cc9W
9461,['iKON'],JUST GO - Live,iKON YEAR END LIVE 2019 (Live),217.844,23,2019,5H7v2BE8lwTVhfZlmkksMJ
9462,['Zach Bryan'],God Speed,DeAnn,253.359,72,2019,4GeyPGMzh6VwdNcaCufY9f
